22719;10 FEET FROM P.V.A. (590 E CHATHAM ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-06-19 02:37:00+00:00;2016
22724;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-06-19 01:45:02+00:00;2016
22725;50 FEET FROM PVA (1205 NE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-19 21:49:10+00:00;2016
22738;2 FEET FROM 1201 BUCK JONES RD (PVA);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-20 18:30:01+00:00;2016
22739;350 FEET FROM PRESTON EXECUTIVE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-20 20:48:02+00:00;2016
22741;.15 MILES FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-20 21:28:27+00:00;2016
22756;.13 MILES FROM 8921 HOLLY SPRINGS RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-06-17 06:08:24+00:00;2016
22760;550 FEET FROM PVA 7145 OKELLY CHAPEL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-21 17:34:08+00:00;2016
22764;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-23 02:07:00+00:00;2016
22768;20 FEET FROM SR 1652 (N HARRISON AVE);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-22 23:21:53+00:00;2016
22770;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-06-23 04:47:00+00:00;2016
22780;100 FEET FROM SR 3977 (NW CARY PARKWAY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-23 12:15:18+00:00;2016
22791;50 FEET FROM PVA 1393 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-23 17:53:46+00:00;2016
22795;20 FEET FROM NC 54;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-22 13:55:06+00:00;2016
22796;CARY;;;;CLOUDY;2015-12-01 05:00:00+00:00;2015
22801;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-06-25 01:30:48+00:00;2016
22805;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-26 20:26:33+00:00;2016
